elevation,slope,aspect,curvature,geology,rainfall_1h,rainfall_24h,rainfall_72h,rainfall_intensity,temperature,humidity,soil_moisture,insar_velocity_mm_yr,sar_deformation_flag,landslide
2702.1,5.43,62.4,0.0152,LHS Daling,12.05,92.28,202.52,0.1306,1.4,91.3,94.3,-5.82,0,0
623.7,31.1,119.2,-0.46412,LHS Daling,1.3,1.3,14.6,1.0,16.2,67.1,37.2,-2.38,0,0
1492.1,24.75,74.8,0.66903,LHS Daling,0.22,5.57,7.48,0.0389,17.0,60.6,44.4,-1.13,0,0
2637.3,19.84,129.2,-0.02864,GHS paro,1.89,8.58,8.58,0.2206,5.3,52.8,21.0,-2.7,0,0
3276.2,6.63,317.1,-0.74661,GHS paro,0.09,1.57,13.92,0.0551,1.9,63.9,32.5,-5.57,1,0
745.6,29.79,248.9,1.88671,LHS Daling,31.0,168.37,594.19,0.1841,16.4,96.6,79.1,-27.25,1,1
4516.8,34.37,230.8,0.41175,GHS paro,0.17,4.17,4.17,0.0406,-2.3,56.8,30.8,-1.35,0,0
2025.0,6.18,108.3,-0.24088,LHS Daling,1.03,2.04,16.85,0.5066,9.5,52.8,38.8,-2.17,0,0
1710.1,11.72,151.7,0.21532,GHS paro,4.59,23.91,63.7,0.1919,11.3,84.2,59.9,-4.82,0,0
1658.0,7.04,50.4,0.05669,Sedimentary/Alluvium,1.23,1.23,12.04,1.0,11.2,51.4,36.5,-3.28,0,0
1222.6,22.76,268.0,-1.72628,LHS Daling,1.05,22.07,80.13,0.0474,15.9,80.0,53.1,-5.61,0,0
4590.8,40.4,222.4,1.50857,GHS paro,18.64,102.93,308.65,0.1811,-9.7,97.7,82.5,-21.75,1,1
313.4,16.73,80.8,0.15787,GHS paro,0.71,4.42,29.78,0.1605,18.4,61.1,17.4,-1.31,0,0
1756.2,30.99,106.3,-1.53719,GHS paro,0.32,2.99,2.99,0.1065,11.8,45.3,24.7,-1.8,0,0
1268.6,39.29,122.2,-0.30767,LHS Daling,0.73,7.15,7.15,0.1022,12.7,46.3,31.2,-1.33,0,0
1588.9,54.01,167.9,-0.09,LHS,1.57,14.58,14.58,0.1078,21.7,71.9,21.8,-0.49,0,0
2748.5,35.8,306.9,-2.6087,GHS paro,0.15,3.78,3.78,0.0409,5.3,40.9,44.1,0.02,0,0
735.3,13.71,247.6,0.6645,LHS Daling,0.42,2.18,2.18,0.1904,25.7,69.2,29.9,-1.01,0,0
2600.7,25.71,10.5,-0.0487,Lingtse,35.12,208.39,473.18,0.1685,-0.5,98.4,78.3,-4.45,0,1
884.3,23.71,79.3,0.50503,LHS Daling,0.07,2.16,2.16,0.0323,17.6,59.5,22.1,-1.29,0,0
2108.0,12.09,220.1,-0.33878,LHS Daling,22.17,154.46,391.17,0.1435,5.0,95.7,79.6,-12.81,1,1
872.5,49.33,118.4,1.34065,LHS Daling,9.96,60.87,131.97,0.1637,19.7,77.3,61.9,-3.98,0,0
792.8,11.9,304.1,-0.2912,LHS Daling,0.45,0.89,4.05,0.5059,20.9,59.8,17.3,-2.6,0,0
2094.3,11.12,311.6,0.62959,LHS Daling,4.62,16.93,45.49,0.2729,4.2,82.5,46.2,-4.09,0,0
3600.1,42.45,163.5,2.90804,Lingtse,8.2,221.27,519.85,0.0371,-4.0,90.4,87.2,-16.85,1,1
1138.3,7.43,135.7,-0.03229,GHS paro,10.18,85.5,386.22,0.1191,11.4,85.5,83.6,-27.61,1,1
1814.9,24.34,37.8,-0.33854,LHS Daling,0.31,10.3,21.14,0.0303,8.6,43.7,16.3,1.04,0,0
2938.9,25.36,273.7,-0.51787,Sedimentary/Alluvium,0.53,0.53,4.6,1.0,0.7,68.1,38.5,-2.84,0,0
633.5,31.33,139.9,-1.83959,LHS Daling,0.14,9.04,10.63,0.0151,21.6,58.3,39.8,-0.83,0,0
2758.9,15.99,213.3,0.80244,Lingtse,4.54,22.55,74.61,0.2011,0.3,74.8,56.1,-3.85,0,0
2678.7,19.5,105.0,0.43202,LHS Daling,6.5,37.36,80.95,0.174,2.7,84.2,52.1,-1.31,0,0
1738.6,20.29,120.7,-0.11227,Sedimentary/Alluvium,48.78,291.74,622.01,0.1672,4.0,91.6,91.0,-25.82,1,1
3542.3,18.49,333.1,0.68468,GHS paro,24.15,165.15,409.13,0.1462,1.8,97.1,80.9,-5.05,0,0
3604.1,18.86,38.4,-0.15527,LHS Daling,1.18,22.34,103.22,0.0528,3.8,84.5,73.6,-0.75,0,0
2046.1,10.96,189.5,-0.1567,Sedimentary/Alluvium,0.31,0.31,13.78,1.0,14.4,71.4,23.0,-2.16,0,0
3669.7,15.33,348.5,-0.94517,GHS paro,0.4,0.43,2.64,0.9094,0.4,49.0,22.3,-1.27,0,0
566.8,5.83,250.2,-0.17893,LHS Daling,0.7,6.69,6.69,0.1046,24.0,66.1,21.0,-1.52,0,0
4370.1,30.43,304.3,0.28516,GHS paro,56.84,242.17,523.63,0.2347,-2.4,92.5,85.6,-23.6,1,1
883.0,48.51,161.1,-3.8187,LHS Daling,10.34,39.16,164.71,0.264,17.5,88.6,66.2,-1.93,0,0
2331.6,7.67,150.8,-0.01001,GHS paro,11.22,57.22,98.17,0.196,8.1,79.7,51.2,-4.09,0,0
857.1,39.59,151.5,-1.7256,LHS,10.46,91.39,231.15,0.1144,13.8,88.8,78.8,-20.72,1,1
3648.8,5.95,287.1,-0.32728,LHS Daling,1.44,25.59,75.01,0.0562,-3.3,86.4,57.3,-15.64,1,0
3372.5,42.14,227.5,0.17418,GHS paro,0.96,2.62,15.93,0.3649,4.0,42.7,25.1,-1.2,0,0
3603.0,9.44,18.7,-0.40262,MCT zone,9.94,96.18,248.99,0.1034,-0.5,90.0,51.7,-5.89,0,0
2604.9,7.48,194.2,-0.53885,LHS Daling,0.17,9.57,9.57,0.0181,13.3,69.7,41.1,0.47,0,0
1245.9,5.64,216.2,0.01127,MCT zone,2.14,2.14,4.64,1.0,15.5,51.9,29.4,-4.21,0,0
3196.3,15.32,66.6,-0.2185,LHS Daling,4.11,30.33,103.02,0.1354,7.2,88.5,58.3,-14.4,1,0
1333.6,8.41,294.5,0.23284,Lingtse,0.25,0.45,3.27,0.5511,12.4,66.5,37.8,-1.88,0,0
1491.4,18.65,329.1,0.3354,GHS paro,0.0,0.17,4.58,0.0062,13.3,59.4,39.7,-0.14,0,0
4511.9,25.93,229.5,0.87586,GHS paro,0.06,6.53,19.44,0.0094,-0.0,61.2,32.0,-2.51,0,0
350.1,19.34,43.4,-0.30137,LHS Daling,33.43,267.39,601.93,0.125,15.2,96.4,87.8,-11.19,1,1
436.5,19.62,341.4,-0.12656,GHS paro,0.42,4.42,8.38,0.0945,27.2,72.2,20.8,-1.33,0,0
884.3,23.71,79.3,0.50503,LHS Daling,6.18,28.73,106.87,0.2152,18.7,87.0,68.7,-9.0,1,1
1056.4,35.82,242.7,1.74387,LHS Daling,0.75,3.41,5.51,0.2204,23.9,60.1,41.3,-1.67,0,0
1360.2,17.39,229.9,0.45945,Sedimentary/Alluvium,10.24,34.97,89.16,0.2929,13.9,81.4,66.7,-3.65,0,0
797.5,21.38,23.7,0.4991,Lingtse,0.14,2.78,3.81,0.049,24.6,71.8,25.1,-2.31,0,0
2464.5,51.74,157.8,-1.33198,GHS paro,0.87,4.53,5.14,0.1914,14.7,43.6,33.6,-0.9,0,0
548.3,16.33,230.8,0.38563,GHS paro,18.18,192.76,627.5,0.0943,14.3,98.4,97.6,-12.11,1,1
2579.0,12.87,128.2,-0.26057,Sedimentary/Alluvium,2.21,32.51,77.24,0.0679,5.2,83.9,68.1,-6.15,0,0
1031.1,14.57,255.0,0.27855,MCT zone,36.48,141.14,395.25,0.2585,11.5,96.9,76.2,-3.67,0,1
1404.7,20.24,103.3,0.4355,MCT zone,7.07,39.67,91.85,0.1783,8.3,80.4,58.5,-1.06,0,0
2403.8,13.26,85.7,-0.4059,LHS Daling,0.35,3.31,27.43,0.1064,7.5,42.6,33.0,-6.36,1,0
3178.9,8.0,339.4,-0.21145,LHS Daling,0.82,22.96,22.96,0.0359,1.4,54.7,24.3,-1.46,1,0
1349.3,13.47,79.5,-0.50172,Lingtse,0.52,10.57,10.57,0.0492,16.5,61.6,23.2,-1.63,0,0
1962.6,52.56,107.2,-0.17976,GHS paro,35.49,151.52,370.07,0.2342,8.8,94.5,89.3,-3.11,0,1
2508.2,8.72,111.7,-0.17054,Lingtse,9.48,64.83,113.94,0.1462,12.9,86.4,49.8,-4.61,0,0
4294.8,42.42,184.8,1.42986,GHS paro,18.07,81.09,188.67,0.2229,-7.4,86.9,71.7,-3.66,0,0
3652.3,18.06,11.2,0.03446,LHS Daling,30.58,229.42,456.83,0.1333,-0.6,88.6,77.2,-18.26,1,1
800.2,27.94,223.6,0.2088,LHS Daling,0.02,2.09,4.64,0.0081,20.7,47.4,27.9,-0.2,0,0
3131.0,48.25,215.5,0.94865,GHS paro,1.07,5.92,5.92,0.18,-0.0,58.2,43.5,-2.13,0,0
2519.4,23.74,259.2,-0.09766,Sedimentary/Alluvium,2.45,52.62,100.34,0.0465,3.8,82.9,74.4,-0.73,0,0
2707.0,24.74,329.6,0.58847,Lingtse,0.93,4.42,8.74,0.2113,15.1,70.1,16.2,0.47,0,0
4577.2,33.45,209.4,0.71176,GHS paro,0.08,2.14,2.85,0.0357,-6.5,68.8,25.0,-1.94,0,0
1031.1,14.57,255.0,0.27855,MCT zone,0.8,0.8,25.87,1.0,18.8,40.4,19.3,-2.71,0,0
1645.0,28.7,48.4,-0.4122,Lingtse,0.49,2.89,2.89,0.1715,18.2,44.3,26.3,-0.79,0,0
2154.2,40.57,97.5,-2.28106,GHS paro,2.77,20.3,128.57,0.1365,11.5,85.2,70.5,-2.87,0,0
1541.7,23.42,346.0,0.54566,MCT zone,9.59,31.5,78.12,0.3046,13.3,74.9,62.4,-3.65,0,0
3249.5,6.18,95.6,-0.31396,LHS Daling,1.35,1.55,5.72,0.8693,-0.2,46.3,35.3,-2.13,0,0
2213.0,23.35,173.0,0.19389,MCT zone,0.44,6.45,22.79,0.0674,7.0,59.2,38.1,-0.39,0,0
4594.7,28.52,325.7,1.47376,GHS paro,19.58,247.25,636.64,0.0792,-6.9,94.0,97.5,-17.44,1,1
555.8,16.18,60.3,0.07775,LHS Daling,13.94,127.57,487.31,0.1093,14.8,92.6,84.1,-3.71,0,0
1663.2,15.53,98.0,0.9972,MCT zone,21.76,107.1,203.21,0.2032,9.1,71.4,50.8,-4.61,0,0
1247.0,36.88,112.2,2.02201,LHS Daling,2.41,2.41,6.75,1.0,20.6,45.9,23.7,-1.3,0,0
3081.0,23.13,166.6,0.03145,GHS paro,12.08,44.18,104.22,0.2735,8.1,78.0,64.7,-5.36,0,0
416.2,11.14,61.5,0.08978,Sedimentary/Alluvium,0.87,6.64,6.64,0.1318,21.3,66.3,30.5,-6.33,1,0
4272.4,40.1,295.7,-0.50731,GHS paro,3.87,17.53,84.41,0.2204,-3.6,80.8,52.5,-0.73,0,0
517.7,5.86,209.5,1.27724,GHS paro,21.58,130.65,438.18,0.1652,18.5,93.7,95.2,-23.59,1,1
688.5,25.28,41.3,-0.25023,GHS paro,1.21,1.45,6.73,0.8353,16.9,44.8,35.7,-1.47,0,0
1275.2,20.02,87.0,-0.7092,LHS Daling,34.36,169.02,452.06,0.2033,12.7,98.1,74.3,-7.77,0,0
2627.4,5.98,67.3,0.35346,LHS Daling,3.01,12.83,95.47,0.2345,9.8,82.2,65.3,-1.71,0,0
334.7,25.93,124.5,0.30643,Sedimentary/Alluvium,1.0,1.0,2.19,1.0,27.4,61.2,22.2,-3.31,0,0
1032.1,20.71,179.6,-0.16146,Sedimentary/Alluvium,42.97,246.44,586.26,0.1743,10.0,86.4,79.6,-0.59,0,0
3444.1,39.43,119.9,0.03141,GHS paro,27.37,188.45,534.4,0.1452,-1.9,86.7,95.4,-33.77,1,1
3483.7,19.98,338.3,-0.42137,GHS paro,18.74,90.95,297.83,0.206,-6.3,91.7,95.3,-10.29,1,1
1656.8,25.23,93.5,0.37304,GHS paro,10.23,51.5,122.69,0.1986,6.3,84.1,66.4,-1.96,0,0
3641.8,19.06,250.3,0.93531,GHS paro,0.13,0.22,4.25,0.6123,5.2,54.7,42.4,-1.69,0,0
1349.3,13.47,79.5,-0.50172,Lingtse,0.15,3.93,4.12,0.0381,17.3,69.7,36.4,-9.02,1,0
3652.3,18.06,11.2,0.03446,LHS Daling,0.34,9.71,9.71,0.0354,4.9,51.8,35.0,-1.19,0,0
4257.6,18.46,217.0,0.50554,GHS paro,0.08,0.3,5.23,0.2751,-6.1,51.5,26.5,-2.02,0,0
3249.5,6.18,95.6,-0.31396,LHS Daling,0.57,21.68,90.48,0.0261,-1.6,70.4,58.6,-13.94,1,0
605.0,7.6,87.0,-2.1996,LHS,26.82,126.12,378.13,0.2126,13.1,94.2,80.5,-17.02,1,1
2280.5,40.07,201.8,-4.03133,GHS paro,5.66,28.08,64.07,0.2017,7.3,78.3,54.1,-4.79,0,0
2001.0,23.87,158.7,0.85806,LHS Daling,0.5,0.97,3.47,0.5145,18.3,72.5,16.9,0.29,0,0
960.7,44.58,156.5,-0.68398,LHS Daling,0.82,1.79,30.5,0.4593,22.1,62.6,22.0,-1.37,0,0
2350.5,6.21,340.1,0.26515,MCT zone,7.38,49.48,90.43,0.1491,12.4,90.6,62.7,-5.4,0,0
1894.5,38.57,137.5,-0.23858,LHS Daling,0.53,0.53,22.15,1.0,19.7,51.3,19.9,-0.11,0,0
1292.8,48.65,166.6,-1.87166,LHS Daling,8.71,59.38,127.59,0.1466,13.4,91.7,49.3,-3.02,0,0
1425.2,24.96,15.2,-0.0885,GHS paro,18.21,125.25,298.63,0.1454,15.0,98.1,89.9,-10.74,1,1
3778.5,6.09,29.8,-0.42605,LHS Daling,0.22,2.2,15.76,0.0991,7.8,64.4,39.9,-2.22,0,0
692.8,55.94,142.8,-1.60128,LHS Daling,0.54,9.28,9.28,0.0578,25.1,67.0,39.7,-1.11,0,0
3380.5,16.26,46.4,0.25232,GHS paro,9.5,94.24,326.86,0.1008,0.3,92.7,76.0,-4.59,0,0
3669.7,15.33,348.5,-0.94517,GHS paro,13.87,174.84,392.48,0.0793,1.0,93.5,73.9,-2.35,0,0
3648.8,5.95,287.1,-0.32728,LHS Daling,0.18,0.73,17.46,0.2438,4.6,66.3,31.8,-0.88,0,0
2514.5,5.26,260.4,-0.56735,GHS paro,16.36,61.69,114.07,0.2652,1.6,83.1,49.5,-3.04,0,0
1044.3,7.93,92.8,-0.58575,Lingtse,0.3,1.67,7.61,0.1805,24.7,70.3,25.3,-1.47,0,0
2001.0,23.87,158.7,0.85806,LHS Daling,5.4,37.28,102.82,0.1449,9.8,77.8,47.2,-3.1,0,0
1689.6,5.77,265.1,0.91638,MCT zone,5.16,20.82,54.44,0.2477,12.7,74.0,46.6,-9.6,1,0
3080.8,7.17,314.5,0.02281,LHS Daling,2.66,26.62,91.82,0.0999,6.8,71.0,57.4,-3.39,0,0
1579.9,14.64,312.7,0.24766,GHS paro,0.53,7.99,7.99,0.066,13.5,43.9,29.1,-1.74,0,0
363.0,15.24,51.8,-2.0988,LHS Daling,0.23,6.64,6.64,0.0345,17.3,74.7,29.4,-0.93,0,0
4358.8,39.74,274.6,-0.02932,GHS paro,22.03,254.22,617.42,0.0867,-5.9,87.4,78.3,-2.32,0,1
3744.0,23.21,354.4,-0.44135,LHS Daling,1.45,63.91,168.57,0.0227,1.3,86.7,66.2,-8.24,1,1
2478.2,10.09,37.6,-0.14127,MCT zone,21.11,158.5,357.93,0.1332,7.8,97.2,74.3,-4.88,0,1
2586.1,14.58,334.6,0.67357,LHS Daling,0.25,6.46,6.46,0.0388,14.2,69.9,27.0,-1.02,0,0
997.3,23.19,93.5,-0.44785,GHS paro,0.02,4.85,4.85,0.0036,24.3,61.3,44.9,-1.96,0,0
960.7,44.58,156.5,-0.68398,LHS Daling,4.1,58.08,99.38,0.0706,12.3,88.5,70.4,-4.55,0,0
1247.0,36.88,112.2,2.02201,LHS Daling,0.41,0.41,30.27,1.0,23.5,69.2,26.2,-1.11,0,0
3245.1,17.57,85.4,0.16967,GHS paro,11.76,49.95,105.5,0.2354,0.5,77.5,52.0,-0.53,0,0
1723.3,46.07,176.0,-1.90716,Lingtse,1.06,5.58,5.58,0.1894,10.4,68.9,33.7,-1.55,0,0
2302.2,10.29,54.9,0.90097,LHS Daling,30.98,168.09,524.12,0.1843,1.8,96.6,82.0,-14.78,1,1
1999.2,52.24,202.6,-7.00738,MCT zone,9.69,51.83,107.86,0.1869,4.2,83.4,50.2,-3.13,0,1
3784.0,6.33,181.0,0.1386,LHS Daling,31.46,216.42,490.23,0.1454,-2.3,89.9,97.5,-16.24,1,1
1854.3,35.55,271.4,-2.15078,GHS paro,0.23,7.99,7.99,0.0284,18.1,70.0,15.6,-1.56,0,0
1371.8,32.76,97.9,-0.21167,GHS paro,0.1,5.17,5.17,0.0188,21.7,40.5,34.7,-3.29,0,0
3329.5,19.78,49.3,0.30366,GHS paro,14.13,144.79,365.62,0.0976,-2.0,93.2,88.5,-4.22,0,0
1894.5,38.57,137.5,-0.23858,LHS Daling,0.06,0.7,32.71,0.0905,13.3,48.1,41.3,-6.86,1,0
4499.6,40.3,286.2,0.7962,GHS paro,5.53,42.77,104.42,0.1293,-0.7,71.3,46.0,-13.0,1,0
931.3,54.62,194.4,3.56793,LHS,73.62,317.59,681.11,0.2318,10.5,98.8,72.0,-4.94,0,1
361.4,15.93,98.5,0.29474,GHS paro,0.22,0.22,10.72,1.0,27.7,70.2,34.5,-1.75,0,0
1693.0,33.34,148.0,0.05024,LHS Daling,0.41,0.69,7.61,0.5891,20.5,65.8,40.3,-0.84,0,0
2637.3,19.84,129.2,-0.02864,GHS paro,0.28,0.77,25.49,0.3636,10.5,49.7,42.6,-0.87,0,0
524.6,35.27,135.1,3.40932,LHS Daling,5.38,66.54,149.03,0.0809,24.2,88.5,71.5,-3.17,0,0
834.5,45.34,51.6,-0.62256,LHS Daling,2.92,25.01,55.39,0.1166,20.8,86.7,59.1,-2.06,0,0
2535.9,42.5,210.6,0.10313,GHS paro,3.13,75.89,148.1,0.0413,4.0,86.1,65.4,-4.83,0,1
1285.5,41.75,174.6,-0.06698,LHS,4.07,18.61,69.08,0.2187,8.4,70.6,65.3,-1.89,0,0
1370.2,30.81,207.5,0.10393,LHS Daling,1.56,1.56,3.77,0.9951,16.9,48.7,35.3,-1.86,0,0
3324.0,25.22,215.6,1.95691,GHS paro,2.2,23.75,83.59,0.0927,6.2,84.9,71.1,-1.77,0,0
1715.0,23.16,254.9,0.18751,GHS paro,0.5,1.08,10.13,0.4593,10.7,59.2,18.1,-1.12,0,0
1790.0,23.0,168.5,-0.75059,GHS paro,2.98,25.0,84.26,0.1191,12.4,82.6,68.9,-4.34,0,0
1646.2,36.67,82.4,-0.82978,GHS paro,11.34,53.47,125.48,0.212,17.5,74.3,49.1,-12.68,1,1
853.6,48.14,189.6,-2.59098,LHS Daling,21.81,123.75,492.68,0.1762,12.4,85.6,84.4,-12.04,1,1
522.7,20.32,138.2,0.83535,Sedimentary/Alluvium,6.74,34.86,70.97,0.1933,19.3,85.1,51.6,-3.27,0,0
416.2,11.14,61.5,0.08978,Sedimentary/Alluvium,4.31,44.19,104.75,0.0976,16.0,85.8,62.2,-0.94,0,0
3496.5,23.84,270.0,-0.26516,LHS Daling,0.16,4.12,4.12,0.039,1.0,66.3,25.9,-0.81,0,0
2855.7,46.01,185.8,-1.76194,GHS paro,4.25,25.09,78.99,0.1695,8.2,90.2,64.2,-2.3,0,0
2585.1,33.5,261.6,-0.18752,GHS paro,0.19,2.94,32.6,0.0647,5.2,70.1,26.9,-1.3,0,0
1532.8,51.78,159.0,-2.6892,LHS Daling,0.09,0.44,16.74,0.2132,19.5,44.1,17.7,1.18,0,0
894.5,26.88,282.2,-1.18439,LHS Daling,0.9,3.28,3.28,0.2736,19.1,68.5,30.6,-2.94,0,0
3921.8,36.59,142.9,-0.24976,GHS paro,0.66,43.87,113.44,0.015,-7.4,77.2,67.2,-3.74,0,0
1781.5,29.2,56.9,-1.41839,Lingtse,1.16,18.66,95.95,0.0621,14.7,81.4,52.5,-2.95,0,0
3596.0,10.42,53.5,0.05009,LHS Daling,0.01,9.09,9.09,0.0009,0.8,43.4,28.2,-1.54,0,0
2704.6,23.24,147.0,-0.15985,Lingtse,47.04,202.78,555.63,0.232,-1.0,93.1,81.1,-22.19,1,1
3409.4,11.17,92.8,-0.53249,LHS Daling,4.79,30.59,89.41,0.1565,4.8,88.0,64.6,-1.15,0,0
3112.2,24.01,127.7,-0.41792,GHS paro,2.82,9.26,70.32,0.304,8.7,88.3,55.9,-2.57,0,0
1539.4,49.65,207.1,-0.24787,LHS,1.08,33.22,91.13,0.0325,16.3,75.9,60.7,-6.96,1,1
677.3,40.47,148.8,-0.46498,LHS Daling,1.29,21.34,46.99,0.0604,16.2,74.4,74.1,-4.35,0,0
3600.1,42.45,163.5,2.90804,Lingtse,31.89,266.43,713.26,0.1197,-7.1,96.3,89.3,-4.09,0,1
3080.8,7.17,314.5,0.02281,LHS Daling,13.83,151.13,459.82,0.0915,-0.5,97.5,83.8,-12.07,1,1
1994.3,12.31,147.4,0.27724,MCT zone,15.5,54.28,131.13,0.2855,7.8,90.0,63.3,-5.24,0,0
818.9,43.59,159.2,-0.94059,LHS Daling,1.74,34.47,91.82,0.0504,15.8,76.8,47.3,-2.69,0,0
1999.6,22.87,224.7,-0.29421,LHS Daling,0.32,5.95,27.37,0.054,8.4,50.5,34.0,0.57,0,0
1903.0,5.31,339.7,-0.3241,LHS Daling,4.21,5.06,5.06,0.8319,8.8,49.8,33.9,-1.12,0,0
3552.3,6.92,103.4,-0.78654,GHS paro,0.5,25.96,50.94,0.0194,2.9,70.4,53.9,-2.59,0,0
723.6,24.67,209.0,-0.6372,LHS Daling,12.79,43.53,107.31,0.2939,14.3,82.6,59.6,1.65,0,0
3718.8,7.56,191.7,-0.01022,Sedimentary/Alluvium,3.37,21.7,91.57,0.1552,3.6,87.8,73.1,-6.15,0,0
3674.3,12.87,198.3,-0.14913,GHS paro,1.98,30.24,59.14,0.0654,4.4,91.6,68.9,-1.41,0,0
730.2,21.62,283.1,-0.09948,LHS Daling,11.45,62.37,330.13,0.1835,12.2,98.4,73.9,-2.55,0,0
2255.2,18.93,65.5,0.16552,MCT zone,22.74,273.01,622.74,0.0833,9.7,88.3,85.6,-15.97,1,1
1794.3,22.18,179.0,-0.18514,GHS paro,28.29,141.72,312.02,0.1996,12.5,91.1,81.8,-24.16,1,1
1227.5,36.07,99.4,1.78562,LHS Daling,0.9,15.15,64.42,0.0594,9.8,75.5,61.9,-13.49,1,0
3128.8,12.81,338.1,-0.12907,GHS paro,10.4,41.32,163.72,0.2518,8.3,73.6,67.8,-3.73,0,0
3645.7,19.75,195.0,0.38268,GHS paro,7.32,42.19,100.68,0.1734,6.0,71.8,50.3,-2.01,0,0
1363.8,12.69,240.7,0.41884,Sedimentary/Alluvium,0.24,2.3,15.87,0.1027,22.4,54.6,39.7,-2.02,0,0
1255.9,36.18,155.6,-3.20231,LHS Daling,0.04,1.96,8.13,0.0182,23.4,60.7,27.4,-0.94,0,0
960.2,48.32,175.8,-1.4118,LHS,0.72,1.25,5.68,0.5731,23.3,58.4,28.0,-0.65,0,0
3674.1,6.65,337.3,-0.05764,Lingtse,40.74,219.8,513.45,0.1853,-6.9,90.2,75.7,-11.6,1,1
1499.8,32.5,175.2,-0.97281,LHS Daling,15.14,55.49,110.69,0.2727,14.7,77.2,67.9,-4.05,0,0
3652.8,14.68,26.1,-0.57531,MCT zone,0.53,0.81,10.3,0.6529,-3.0,42.9,31.1,-2.88,0,0
479.0,17.41,162.8,0.37631,Sedimentary/Alluvium,0.21,4.74,16.32,0.0444,26.9,60.5,37.5,-1.3,0,0
4400.4,40.43,290.0,0.38693,GHS paro,5.31,64.59,148.38,0.0822,-1.7,76.8,68.8,-3.83,0,0
1066.7,15.89,335.6,-0.25558,MCT zone,19.11,185.07,438.89,0.1033,16.5,90.8,78.3,-4.76,0,1
2481.9,16.35,88.3,-0.2438,GHS paro,0.04,0.72,12.71,0.06,14.2,67.2,27.3,-1.7,0,0
3627.7,25.36,173.0,0.61684,LHS Daling,3.9,28.38,92.56,0.1375,-0.5,77.6,57.5,-3.11,0,0
3734.1,10.65,229.1,0.13539,MCT zone,0.91,5.17,21.85,0.1761,2.0,59.7,18.4,-1.12,0,0
815.6,8.55,96.8,0.1195,Lingtse,3.0,12.75,65.53,0.2355,22.9,72.1,48.4,-4.47,0,0
960.2,48.32,175.8,-1.4118,LHS,2.2,26.69,94.5,0.0823,17.0,70.9,49.1,-1.48,0,0
3471.4,24.95,84.1,-0.44128,MCT zone,4.13,38.54,99.05,0.1071,0.0,84.4,72.9,-3.63,0,0
1368.6,17.85,294.1,-0.49031,LHS Daling,4.05,44.38,101.87,0.0912,8.6,90.9,47.3,-1.34,0,0
1650.2,48.77,154.9,-1.4256,LHS Daling,0.21,0.26,22.96,0.8032,17.1,46.9,33.1,-2.36,0,0
1594.3,10.83,251.1,0.03536,MCT zone,13.06,60.75,125.9,0.215,16.7,79.6,64.6,-4.07,0,0
1587.3,12.91,280.7,0.12927,Sedimentary/Alluvium,0.28,0.73,2.91,0.382,14.4,68.2,22.8,-6.3,1,0
660.7,39.26,115.7,-1.5672,LHS,0.08,3.63,3.63,0.023,20.9,53.3,29.8,-2.65,0,0
3145.0,40.8,278.6,-1.05431,GHS paro,3.32,21.0,92.46,0.1581,1.4,73.0,61.8,-8.86,1,0
571.8,10.92,83.9,0.47428,Sedimentary/Alluvium,2.05,2.05,9.89,1.0,19.7,52.5,24.8,-0.96,0,0
1205.7,33.26,220.4,-0.46353,LHS Daling,0.42,5.59,6.03,0.0757,20.6,66.0,40.2,-1.98,0,0
1299.3,38.24,163.8,-1.46413,MCT zone,0.06,5.73,5.73,0.0099,12.2,44.6,40.0,-0.81,0,0
1777.1,6.77,163.2,0.1116,LHS Daling,6.35,31.21,101.54,0.2034,13.9,81.7,45.5,-5.11,0,0
1775.3,49.84,114.2,-1.22783,GHS paro,10.04,71.75,211.85,0.1399,4.1,87.6,82.0,-15.78,1,1
522.7,20.32,138.2,0.83535,Sedimentary/Alluvium,0.0,0.64,1.07,0.0006,27.1,63.8,35.9,-2.06,0,0
1992.7,33.13,199.9,-0.25611,LHS Daling,5.18,33.38,65.09,0.1551,10.6,84.6,45.2,-2.32,0,0
912.1,22.48,28.9,0.24541,GHS paro,55.29,302.68,726.07,0.1827,11.2,91.2,80.2,-17.62,1,1
3081.0,23.13,166.6,0.03145,GHS paro,20.84,162.57,349.97,0.1282,2.8,91.1,83.8,-19.01,1,1
1645.0,28.7,48.4,-0.4122,Lingtse,9.22,108.67,300.89,0.0848,5.0,89.8,75.6,-22.13,1,1
341.0,18.48,279.2,-0.2694,LHS Daling,0.18,2.38,15.27,0.074,25.2,43.0,15.9,-2.47,0,0
3567.4,32.17,208.3,0.1915,GHS paro,1.33,18.2,89.58,0.0729,4.4,77.1,66.0,-2.54,0,0
2320.5,22.96,330.2,0.21659,Sedimentary/Alluvium,0.76,3.23,15.74,0.2362,5.5,44.5,38.6,-1.68,0,0
1738.6,20.29,120.7,-0.11227,Sedimentary/Alluvium,1.33,18.96,71.04,0.0702,17.3,85.2,58.1,-7.44,1,0
3013.7,19.72,63.6,0.68089,GHS paro,0.77,0.79,0.83,0.9761,5.8,55.0,18.8,-1.8,0,0
2473.2,24.97,355.1,-0.19355,GHS paro,0.16,0.16,9.22,1.0,14.5,45.5,40.8,-1.26,0,0
3237.7,21.32,293.7,0.66796,LHS Daling,0.69,15.04,51.58,0.0456,4.0,74.2,55.2,-3.32,0,0
