rainfall_mm_1h,rainfall_mm_24h,rainfall_mm_72h,soil_moisture_pct,sar_deformation_flag,insar_velocity_mm_yr,landslide_triggered
1.16,23.53,68.59,41.13,0,-4.48,0
1.98,10.0,26.95,21.32,0,-2.04,0
5.51,20.13,39.26,30.56,0,-1.92,0
8.95,54.2,120.52,48.64,1,-13.53,0
7.77,39.66,66.94,50.07,0,-0.62,0
2.27,41.53,184.85,60.61,1,-12.3,1
2.58,34.63,48.74,46.18,0,-0.94,0
2.64,21.5,70.6,48.84,1,-16.8,0
7.11,75.59,159.42,56.38,0,-4.35,0
6.41,38.89,85.54,48.36,0,-4.29,0
1.31,10.04,59.43,45.91,0,-1.6,0
0.62,39.59,89.4,47.37,0,-3.6,0
1.67,12.3,100.74,51.69,0,-3.95,0
1.19,30.31,102.64,52.16,0,-2.2,0
10.54,56.14,137.7,55.61,0,-1.16,0
1.08,5.58,29.8,33.11,0,-0.76,0
0.7,22.78,75.57,52.95,0,-0.81,0
8.04,30.35,90.38,55.25,0,-3.63,0
0.32,2.32,11.4,23.45,0,-1.85,0
1.06,17.11,34.88,27.29,0,-3.18,0
2.02,16.74,43.15,37.34,0,-2.52,0
3.16,44.47,90.55,44.65,0,-1.9,0
1.39,38.14,87.43,39.95,0,-0.73,0
2.4,27.97,53.45,40.07,0,-1.63,0
0.78,10.03,37.97,45.36,0,-3.81,0
2.99,24.87,120.68,54.86,0,-3.69,1
1.83,33.56,63.13,48.05,0,-0.32,0
6.62,26.15,47.05,47.11,0,-0.8,0
1.88,15.46,43.2,43.41,0,-3.45,0
2.05,46.21,115.55,51.15,1,-10.91,0
3.14,26.54,127.0,59.12,0,-2.97,0
0.46,20.79,89.31,44.47,0,-2.62,0
0.6,5.21,17.49,24.4,0,-3.0,0
5.47,62.62,124.15,59.96,1,-22.18,0
1.12,8.59,106.93,58.6,0,-4.2,0
4.04,61.46,151.72,53.67,0,-0.29,0
0.36,3.94,13.31,27.82,0,-0.23,0
6.04,65.28,136.08,57.02,0,-1.17,0
15.55,83.52,249.99,56.68,1,-19.4,0
1.64,27.67,51.76,40.37,0,-0.51,0
2.46,46.08,167.25,58.2,0,-3.96,0
2.05,7.15,17.06,28.39,0,-0.88,0
7.86,36.75,86.32,53.51,0,-0.67,0
0.03,47.96,76.22,47.65,0,-3.55,0
3.71,22.9,40.83,38.28,0,-3.84,0
3.7,40.95,85.57,52.81,0,-3.61,0
1.69,12.54,40.47,39.63,0,-1.24,0
0.87,25.75,89.63,44.94,0,-3.98,0
0.96,7.16,106.54,57.19,0,-0.51,0
5.64,48.72,92.6,48.83,0,-1.67,0
0.24,8.51,20.5,16.41,0,-2.19,0
2.9,20.36,61.47,45.03,0,-0.49,1
1.28,8.36,73.62,36.32,0,-2.69,0
1.08,23.44,80.53,57.53,0,-2.61,0
2.47,21.69,49.74,42.93,0,-4.47,0
7.98,50.25,135.88,56.02,0,-2.87,0
3.37,39.97,76.54,50.18,0,-1.91,0
5.44,28.76,38.22,29.37,0,-3.6,0
3.21,51.14,88.95,50.4,0,-1.64,0
4.19,41.32,109.26,46.14,0,-2.49,0
1.98,26.24,64.46,42.18,1,-15.74,0
9.11,45.24,99.09,52.06,0,-1.59,0
2.44,32.69,57.16,39.97,0,-2.47,0
2.81,16.59,44.06,30.17,0,-3.22,0
2.61,44.98,117.61,54.62,1,-20.48,0
1.33,14.47,51.54,45.1,0,-3.63,0
0.92,6.79,11.57,24.31,0,-4.07,0
0.27,4.56,46.23,36.36,0,-1.41,0
4.43,88.52,209.28,58.97,0,-3.49,1
1.2,33.68,85.95,57.56,0,-0.98,0
1.73,13.35,84.27,56.35,0,-2.45,0
8.84,100.73,157.6,61.67,0,-3.63,1
2.93,11.87,46.92,50.84,0,-1.86,0
0.36,27.86,91.72,54.21,0,-0.31,0
5.63,41.56,97.34,51.0,0,-2.52,0
1.04,37.46,127.26,47.78,1,-14.38,0
2.82,24.77,74.77,37.46,0,-0.67,0
2.5,20.88,84.29,45.25,1,-10.3,0
0.95,23.13,83.08,48.46,0,-3.68,0
0.43,11.99,26.5,46.46,0,-1.35,0
0.83,5.11,41.58,38.02,0,-1.77,0
0.36,27.08,79.13,47.62,0,-0.57,0
1.13,25.47,96.78,51.28,0,-0.62,0
20.7,97.48,172.15,58.44,0,-2.84,1
1.8,17.34,53.7,50.89,0,-2.57,0
6.98,38.77,70.76,52.04,1,-10.64,1
2.79,35.33,131.32,53.76,0,-2.15,0
3.84,40.96,99.77,46.85,0,-1.87,0
0.6,36.96,98.22,46.94,0,-3.19,0
1.12,31.72,65.65,44.61,0,-3.91,0
2.5,42.36,123.11,49.3,1,-13.28,0
7.45,26.21,37.13,42.52,0,-0.22,0
0.15,2.54,67.68,41.45,0,-0.63,0
2.47,34.89,124.54,60.79,0,-2.05,0
0.18,2.97,12.01,33.45,0,-3.86,0
2.14,89.22,184.93,51.82,0,-1.22,0
3.47,51.52,111.84,58.9,0,-3.98,0
4.78,41.52,108.49,44.5,0,-0.67,0
0.52,10.36,51.74,49.6,1,-22.72,0
0.64,17.29,166.33,60.67,0,-4.13,0
2.22,33.45,66.13,55.75,1,-6.27,0
21.82,153.54,322.34,52.39,1,-15.95,0
1.54,9.47,42.55,40.11,0,-1.6,0
1.95,42.51,92.48,48.81,1,-11.47,1
1.98,25.78,42.97,36.41,0,-2.92,0
0.29,2.1,10.31,34.3,0,-4.34,0
5.21,31.02,106.78,49.29,0,-3.03,0
1.02,18.21,64.41,51.41,0,-1.72,1
4.26,19.61,31.22,31.7,0,-3.26,0
2.26,15.74,76.77,36.87,0,-0.82,0
3.31,8.83,16.06,27.76,0,-2.69,0
0.19,49.42,80.15,49.89,0,-2.22,0
7.72,31.12,63.72,49.08,0,-1.75,0
0.98,13.84,74.53,41.29,0,-3.38,1
3.88,17.0,66.23,47.16,0,-0.71,0
5.6,45.69,85.99,49.72,0,-2.49,0
2.72,36.94,81.61,48.3,0,-3.87,1
1.44,41.36,114.75,60.63,0,-1.07,0
13.34,98.06,256.01,61.01,0,-1.34,1
1.14,21.76,140.51,49.98,1,-12.46,0
10.39,40.16,98.81,50.22,0,-3.52,0
0.59,22.95,56.35,41.76,0,-1.42,0
1.73,9.3,53.83,46.55,0,-1.75,0
0.52,25.77,46.88,40.49,0,-3.38,1
0.01,2.23,84.87,49.05,0,-1.43,0
1.06,44.1,103.12,48.99,0,-3.06,0
0.32,15.61,30.44,24.7,0,-0.88,0
15.03,59.33,156.44,57.04,0,-1.97,1
5.02,42.03,105.16,56.59,0,-3.16,0
0.01,29.98,57.46,45.73,0,-2.18,0
0.89,17.78,58.23,35.4,0,-0.28,0
3.88,22.75,55.95,40.8,0,-1.95,0
1.78,13.12,44.92,38.73,0,-1.44,0
6.24,39.09,122.74,55.58,1,-23.11,0
2.46,15.14,38.55,39.09,0,-0.24,0
3.71,21.36,116.81,37.07,0,-0.4,0
3.18,56.34,87.43,43.04,1,-19.65,0
3.56,49.39,127.38,51.5,0,-3.42,1
0.92,8.24,41.56,35.9,0,-4.24,0
1.64,4.65,14.83,30.04,0,-0.69,0
0.18,14.52,33.51,34.63,0,-2.65,0
3.1,27.12,121.15,51.44,0,-0.56,0
2.15,39.96,86.68,52.01,0,-0.32,0
5.01,32.98,86.95,53.93,0,-2.21,0
0.81,44.53,104.58,49.81,0,-2.98,0
2.01,8.28,17.25,34.84,0,-0.47,0
0.7,12.36,49.83,43.23,0,-1.77,0
3.33,63.25,88.53,55.2,0,-0.59,0
6.59,19.97,38.12,41.62,0,-1.76,1
5.08,30.37,74.24,56.35,0,-2.23,0
10.1,60.3,179.54,61.45,0,-1.65,1
12.48,78.4,170.55,49.2,0,-2.68,0
5.17,37.12,103.92,57.24,0,-2.71,0
1.18,43.93,91.09,53.33,0,-1.63,0
0.87,58.66,147.86,59.85,0,-1.88,0
2.08,44.17,108.3,44.53,0,-2.1,0
17.84,57.07,136.1,59.7,0,-1.82,0
1.86,98.35,180.36,62.97,1,-22.63,0
0.78,29.17,131.52,46.76,0,-0.8,0
10.11,48.93,119.27,55.96,0,-3.89,0
1.71,7.07,11.97,31.45,0,-1.62,0
4.11,39.3,134.53,54.12,0,-3.31,0
5.43,57.15,196.44,58.72,0,-4.0,1
6.48,35.8,89.11,38.92,0,-4.02,1
6.03,48.79,136.82,53.96,0,-2.15,0
6.33,120.66,167.37,60.91,1,-11.17,0
3.86,22.79,71.82,41.47,0,-2.8,0
1.81,16.21,31.51,36.16,0,-0.99,0
3.85,66.52,252.79,59.75,1,-15.3,0
6.34,22.92,48.17,38.61,0,-3.26,0
1.51,62.55,113.38,42.54,0,-3.62,0
1.23,35.29,93.83,52.44,1,-13.24,0
1.47,13.68,42.06,39.37,0,-2.6,0
2.8,15.07,40.99,34.92,0,-0.64,0
0.19,1.31,92.56,54.94,1,-24.92,0
5.28,32.84,85.34,52.14,0,-2.29,0
0.52,26.14,117.84,51.92,0,-2.39,0
0.5,15.46,38.91,44.71,0,-3.84,0
0.77,29.84,47.7,48.56,0,-3.52,0
3.01,40.01,167.57,52.35,0,-2.5,0
1.18,23.35,47.32,34.98,0,-1.73,1
1.61,76.83,154.96,44.84,1,-17.37,1
9.39,55.5,151.02,52.1,0,-1.71,1
6.58,73.27,129.26,51.59,0,-0.85,0
6.69,31.17,94.86,41.13,0,-2.98,0
3.02,37.75,117.15,47.98,0,-3.17,0
7.05,36.58,133.65,57.68,1,-20.36,0
5.28,75.76,168.64,58.45,0,-2.16,0
10.72,54.51,138.25,50.64,0,-4.49,1
0.23,7.6,22.11,39.75,0,-1.0,0
0.1,9.98,53.68,35.26,0,-3.02,0
0.67,7.38,21.65,35.91,0,-4.48,0
9.26,53.04,115.35,50.8,0,-2.95,0
3.26,26.56,71.3,45.98,0,-2.15,0
1.94,54.84,109.72,52.77,1,-6.62,0
2.52,16.71,62.77,49.88,0,-3.84,0
6.19,40.81,92.69,52.52,0,-4.24,0
9.26,61.74,122.9,58.3,0,-2.15,0
4.58,23.92,74.12,40.91,0,-3.52,0
4.99,87.69,200.74,57.98,1,-6.91,0
1.35,14.1,45.3,35.34,0,-1.41,0
2.2,22.42,96.4,42.97,0,-2.32,0
7.58,33.06,191.45,63.33,0,-4.48,0
5.4,112.96,250.52,52.4,0,-1.72,0
4.04,61.22,118.59,49.42,0,-2.86,0
0.24,34.98,88.08,45.54,0,-3.03,0
0.14,4.16,46.4,39.28,0,-0.86,0
0.49,71.64,162.82,50.94,0,-3.67,0
3.05,63.97,104.56,46.92,1,-16.34,0
2.69,19.01,58.75,52.4,0,-2.35,1
10.01,49.54,119.21,51.1,0,-2.96,0
4.15,114.51,189.87,54.28,0,-1.97,0
1.22,15.07,56.66,43.82,0,-1.6,0
0.62,5.14,18.22,32.63,0,-2.55,0
6.63,73.56,152.03,65.36,0,-1.69,0
2.15,18.63,56.48,41.24,0,-2.07,0
3.71,102.52,190.82,61.2,0,-0.67,0
2.91,32.09,92.3,42.91,0,-3.83,0
0.4,2.23,18.39,28.72,0,-1.97,0
0.21,14.42,38.42,35.23,1,-22.37,0
1.66,32.28,80.92,39.74,0,-3.6,0
1.57,6.6,117.81,52.48,0,-0.28,0
3.92,21.98,90.59,49.92,0,-2.78,0
3.5,13.68,52.31,42.33,0,-3.22,0
12.15,58.6,89.54,40.45,0,-1.02,0
6.83,99.14,151.36,50.85,0,-0.76,0
2.4,27.91,96.39,47.53,0,-0.69,0
2.43,37.86,120.33,46.7,0,-4.47,1
3.92,31.04,50.55,31.1,0,-3.45,0
0.42,18.64,76.32,51.17,0,-1.54,0
31.92,175.98,289.39,71.43,1,-17.59,1
2.56,35.34,59.7,48.99,0,-2.99,0
8.42,76.7,195.03,60.51,0,-2.17,1
11.98,91.14,195.29,56.1,0,-1.37,0
3.05,86.09,130.83,64.53,0,-0.45,0
0.38,36.58,78.32,52.08,0,-3.57,0
2.98,10.65,15.23,27.08,0,-4.02,0
3.19,28.48,109.76,58.82,0,-1.09,1
5.45,62.55,146.95,56.1,1,-15.96,0
0.17,58.35,161.39,63.15,1,-14.82,0
2.2,20.6,65.48,52.39,0,-1.98,0
8.96,53.44,229.84,57.82,0,-1.49,0
16.61,95.98,144.79,54.4,0,-0.52,0
0.74,4.66,12.05,31.26,0,-2.16,0
7.16,64.83,110.37,51.81,0,-1.08,0
0.55,55.68,163.85,51.61,0,-0.49,0
6.44,48.1,99.86,50.54,0,-3.03,0
1.14,6.59,55.76,40.99,0,-2.66,0
11.23,70.61,175.2,56.26,0,-3.75,0
4.16,24.76,66.5,36.74,0,-1.5,0
1.78,11.31,20.5,31.86,0,-0.78,0
1.15,9.71,32.43,47.42,0,-1.75,0
0.94,6.17,21.48,35.63,0,-3.55,0
4.0,40.98,75.07,44.59,0,-1.24,0
7.91,51.07,130.89,56.38,0,-1.3,0
4.92,16.23,91.6,55.85,0,-0.83,0
6.3,67.54,115.92,48.43,0,-4.44,0
5.32,81.11,148.39,63.84,1,-21.23,1
13.55,67.77,220.43,55.27,1,-21.07,0
4.96,20.73,34.49,35.33,0,-1.12,0
0.83,22.36,55.14,39.93,0,-3.5,0
5.49,31.4,101.11,56.24,0,-2.71,0
1.36,9.53,26.23,29.33,0,-3.42,0
19.15,63.87,141.7,60.1,0,-3.9,0
1.65,69.44,124.97,52.14,0,-1.57,0
1.21,70.75,159.18,57.05,0,-4.13,1
0.96,40.78,58.82,49.02,0,-4.06,0
3.76,46.3,91.37,51.18,0,-2.55,1
0.4,27.74,85.31,54.24,0,-3.14,0
10.74,56.7,121.41,57.88,0,-1.97,1
1.22,19.95,37.33,51.15,0,-3.02,0
1.23,23.6,65.73,50.23,0,-2.56,0
0.17,27.23,261.11,63.3,1,-13.14,1
0.99,7.43,22.89,34.12,1,-25.89,0
1.9,11.91,25.82,43.42,0,-3.0,0
1.61,74.2,177.83,59.45,0,-4.31,0
1.12,13.93,32.1,39.25,0,-1.07,0
0.15,6.73,34.02,43.25,0,-1.89,0
1.25,16.78,112.43,50.09,0,-3.66,0
5.27,24.76,82.09,43.11,0,-0.73,0
2.02,12.56,43.08,42.64,0,-4.47,0
1.2,8.32,25.39,32.42,0,-3.12,0
1.27,26.6,59.22,51.03,0,-4.12,0
2.83,15.35,21.92,21.52,0,-3.8,0
1.26,24.17,72.18,43.43,0,-3.54,0
3.49,12.34,45.27,41.87,0,-0.34,0
15.93,77.21,113.36,48.87,0,-1.95,0
0.15,40.04,67.91,52.54,0,-1.07,0
0.65,31.59,75.09,47.87,0,-3.95,0
0.69,24.66,94.47,46.5,0,-3.13,0
2.07,10.84,30.8,38.12,0,-0.66,0
0.15,6.1,47.7,34.19,0,-1.75,0
2.27,41.59,83.04,50.75,0,-0.5,0
9.25,30.98,42.04,46.55,0,-3.38,0
0.04,33.67,135.07,54.04,0,-2.0,0
1.59,25.06,65.92,45.13,1,-17.28,0
5.01,52.47,82.27,42.38,0,-2.43,0
0.59,22.48,86.78,44.94,1,-10.26,0
0.28,12.15,34.5,43.19,0,-1.31,0
3.49,17.81,49.39,41.1,0,-0.95,0
0.04,22.45,80.13,58.82,0,-4.2,0
5.66,57.59,141.43,58.27,1,-10.53,1
0.24,1.77,13.2,25.38,0,-2.71,1
2.6,22.08,63.08,56.1,0,-2.36,0
4.72,36.21,102.56,43.8,0,-3.03,0
0.97,19.33,43.83,38.39,0,-1.4,0
0.38,4.14,29.09,37.2,1,-24.9,0
0.68,58.06,202.48,61.7,1,-11.93,1
6.75,36.95,163.63,54.24,0,-1.03,0
4.28,67.68,158.14,56.92,1,-8.99,0
0.77,36.22,67.04,51.98,0,-1.21,0
4.41,25.18,84.72,55.1,0,-2.07,0
4.32,23.74,41.48,48.85,0,-0.33,0
21.3,142.27,340.59,61.93,0,-2.9,1
1.74,23.01,57.4,44.86,0,-3.98,0
7.0,36.21,106.16,53.69,0,-0.4,0
2.07,59.87,93.92,40.61,0,-1.14,0
7.98,59.51,192.35,57.92,0,-1.57,1
0.34,8.26,19.31,35.98,0,-1.44,0
0.67,16.51,32.86,36.66,0,-0.37,0
6.64,73.09,161.23,53.68,0,-0.66,0
5.99,34.71,58.27,45.42,0,-4.12,0
1.28,15.5,43.67,46.3,0,-3.26,0
3.18,16.79,97.79,51.23,0,-4.32,0
1.69,45.6,104.7,40.38,0,-2.09,0
0.04,30.31,88.65,54.9,0,-3.98,0
0.09,10.69,18.23,26.37,0,-3.71,0
0.2,23.0,65.09,38.95,0,-3.96,0
3.16,20.07,50.37,43.03,0,-0.37,0
1.15,21.83,59.31,45.03,0,-3.01,0
0.54,97.49,234.37,58.59,0,-2.64,0
9.91,55.17,148.64,59.58,0,-2.54,0
0.45,90.66,309.85,65.01,0,-2.37,0
3.92,38.84,92.77,41.7,0,-3.62,0
7.86,38.79,109.26,46.6,0,-4.36,0
0.63,33.98,83.42,46.45,0,-3.76,0
0.85,6.04,23.76,34.66,0,-3.94,0
2.99,26.21,65.57,42.08,0,-2.28,0
2.49,26.96,50.3,32.36,0,-3.17,0
2.58,51.21,111.99,48.37,0,-1.99,1
2.83,13.31,112.5,55.24,0,-1.75,0
10.48,100.32,158.36,56.94,0,-4.05,0
0.19,55.0,105.26,55.64,0,-4.09,0
5.0,27.92,69.37,49.38,0,-3.13,0
0.93,48.06,86.24,39.65,0,-3.8,0
1.64,13.33,40.84,35.95,0,-1.75,0
0.33,2.75,15.84,35.16,0,-2.07,0
2.06,75.18,238.77,64.4,0,-3.73,1
5.71,33.72,134.7,56.85,1,-23.25,0
0.36,20.64,71.34,50.79,0,-0.37,0
1.13,20.61,80.14,53.69,0,-1.72,1
1.63,10.0,21.68,25.0,0,-1.91,0
0.38,23.61,37.72,36.35,0,-0.86,0
5.03,22.26,59.51,46.77,0,-1.68,0
5.41,24.89,89.52,52.7,0,-4.22,0
6.33,88.25,189.21,67.65,0,-3.89,1
3.07,79.09,130.24,61.35,0,-2.12,0
2.48,22.39,32.14,42.62,0,-3.25,1
1.07,7.7,123.51,50.8,0,-0.85,0
3.73,29.9,98.1,54.28,0,-3.44,0
2.06,50.89,98.13,59.95,0,-2.25,0
12.36,50.93,177.06,65.59,0,-3.31,0
12.07,67.27,161.41,58.74,0,-2.97,0
8.25,91.53,140.41,62.2,1,-22.49,1
1.56,17.87,40.14,40.22,0,-3.79,0
1.61,6.8,20.18,34.41,0,-2.66,0
6.7,30.69,69.57,44.39,0,-3.57,0
4.57,62.32,140.15,48.03,0,-0.6,0
4.27,30.59,142.91,60.01,1,-24.76,0
1.15,7.48,27.2,35.01,0,-1.46,0
6.27,70.94,103.9,51.59,0,-3.9,0
3.03,49.64,138.44,57.37,0,-4.28,0
2.07,7.17,41.89,36.69,0,-0.44,0
7.02,57.14,235.39,66.19,0,-3.31,1
1.75,15.42,54.16,41.72,0,-0.64,0
3.71,34.39,100.19,49.84,0,-3.89,0
2.2,15.12,49.82,25.61,0,-0.74,1
3.14,19.53,40.9,40.11,0,-1.04,0
0.14,19.14,54.93,37.97,0,-1.28,0
2.16,25.5,67.2,43.32,0,-3.33,0
2.85,23.15,58.14,39.46,0,-1.46,0
2.38,9.25,48.24,37.6,0,-2.76,0
6.58,100.44,239.85,60.9,1,-11.42,1
1.3,11.22,99.34,52.72,0,-1.93,0
7.54,41.17,177.27,65.64,0,-2.52,1
1.81,8.39,36.11,38.87,0,-0.71,0
4.15,41.09,75.6,44.33,0,-3.97,0
0.32,3.55,18.17,30.99,0,-1.09,0
0.78,7.41,21.74,38.54,0,-3.98,0
5.01,48.67,193.67,61.45,1,-9.41,0
0.04,6.77,16.91,25.86,0,-2.84,0
12.11,81.82,182.73,55.04,0,-1.31,1
0.74,4.58,15.41,31.68,0,-1.16,0
8.1,29.14,71.67,44.77,1,-10.45,0
2.54,39.93,91.91,46.18,0,-1.35,0
2.91,16.75,82.09,46.47,0,-2.02,0
0.31,4.2,17.3,33.42,0,-2.09,0
1.59,9.46,83.94,49.65,1,-8.38,0
0.59,2.99,112.21,51.87,0,-1.45,0
2.61,9.24,51.26,46.16,0,-4.38,0
2.8,15.14,50.27,43.58,0,-2.73,0
4.33,15.42,38.68,33.4,0,-3.78,0
7.37,60.28,191.14,57.18,0,-0.4,0
2.21,13.8,59.83,42.68,0,-0.21,0
0.93,42.2,71.89,44.9,0,-2.43,0
1.42,41.3,74.91,42.26,0,-3.76,1
6.57,32.95,50.51,38.63,0,-2.83,0
0.55,2.27,32.22,41.24,0,-2.86,0
3.45,21.73,55.66,37.57,0,-0.8,0
0.05,18.02,70.72,44.01,0,-4.41,0
0.99,27.79,91.79,55.17,0,-2.48,0
3.13,37.61,98.77,49.55,0,-0.64,0
2.13,28.01,138.09,66.46,0,-1.98,0
2.38,16.07,77.09,54.67,0,-0.51,0
3.78,49.58,131.94,43.03,0,-2.0,0
0.94,10.67,82.49,42.03,0,-3.26,0
1.15,90.82,201.71,59.87,0,-1.59,0
4.04,24.9,79.28,45.37,1,-18.56,1
2.7,20.73,46.23,43.89,0,-2.41,0
0.05,45.2,107.12,54.24,0,-2.34,0
3.88,30.23,114.89,44.41,0,-2.21,0
3.39,34.26,96.75,55.43,0,-2.42,0
0.29,11.45,35.8,47.32,0,-0.41,0
4.82,65.2,184.75,51.55,0,-2.24,0
2.58,57.13,135.69,52.32,1,-17.98,0
0.8,15.33,31.09,34.72,0,-3.49,0
2.87,19.42,88.74,54.65,0,-1.44,0
3.17,30.66,72.13,53.23,0,-3.11,0
8.85,102.41,173.85,55.38,0,-1.62,0
4.74,41.42,138.61,52.19,0,-1.02,0
1.26,66.93,138.57,59.56,1,-16.68,0
0.44,10.99,51.9,40.57,0,-1.1,0
6.72,68.65,175.99,58.84,1,-19.49,0
6.55,28.08,61.57,48.45,0,-1.84,0
0.67,12.66,49.53,44.73,0,-3.45,0
0.22,14.51,59.86,44.76,0,-1.32,0
4.36,38.54,92.12,42.34,0,-3.01,1
4.49,28.68,107.65,54.02,0,-1.11,0
0.68,54.9,128.47,58.4,0,-0.29,1
3.86,56.73,118.36,56.08,1,-10.39,0
1.14,36.81,72.06,38.77,0,-3.88,0
1.06,6.3,23.39,38.07,0,-3.99,0
1.37,8.08,70.75,41.87,0,-0.36,0
2.57,25.22,70.46,33.34,0,-3.47,0
5.71,56.28,83.77,46.84,0,-3.79,0
2.42,14.2,30.92,30.54,0,-1.54,0
1.24,24.71,58.74,43.07,0,-2.22,0
7.54,40.36,79.38,40.66,0,-1.95,0
0.2,26.64,46.36,39.27,0,-2.09,1
5.58,30.12,100.5,41.95,0,-3.84,0
5.37,49.9,161.78,53.2,0,-2.0,1
1.02,8.2,67.45,46.47,0,-1.5,0
0.77,7.35,61.48,52.48,0,-0.76,0
7.27,87.4,228.25,59.65,0,-3.1,1
2.86,19.77,68.36,44.89,1,-21.7,0
0.16,85.17,186.01,62.42,0,-0.46,0
7.75,26.1,42.57,41.43,0,-3.13,0
1.5,20.29,61.09,45.83,0,-3.19,0
1.47,13.26,21.46,36.84,0,-1.06,0
3.61,130.02,266.46,61.02,1,-13.13,0
3.79,108.21,245.92,58.03,0,-3.59,0
1.53,14.07,109.41,52.63,0,-3.15,0
0.54,7.77,57.31,31.13,0,-3.44,0
2.81,41.31,98.47,39.52,0,-1.97,0
3.43,63.32,147.73,62.83,0,-2.16,0
6.89,46.07,72.16,51.33,0,-3.94,0
2.32,46.9,116.56,48.7,1,-20.74,0
3.63,16.19,61.05,37.39,0,-3.65,0
0.2,21.61,93.55,51.81,0,-2.12,0
7.87,61.23,111.04,54.95,0,-2.2,0
1.39,10.82,27.91,30.92,0,-1.6,0
3.5,47.08,179.03,57.3,0,-2.81,0
8.67,80.63,171.91,48.38,0,-3.11,1
5.82,69.29,176.97,55.58,0,-0.89,0
3.55,15.47,45.56,38.96,0,-2.63,0
4.26,23.18,59.03,43.95,0,-2.2,0
8.88,61.58,174.33,68.65,1,-17.93,1
5.85,31.52,96.64,43.64,0,-2.54,0
3.29,81.28,119.15,59.91,0,-2.05,1
3.76,15.2,37.91,35.29,0,-2.47,0
0.56,30.83,117.6,48.81,0,-2.31,0
2.22,20.21,45.38,45.31,0,-4.22,0
1.25,21.13,43.31,36.1,0,-1.54,0
1.98,6.98,69.21,40.66,0,-0.36,0
3.8,19.77,74.03,49.03,0,-3.05,0
0.57,13.93,64.66,46.62,0,-2.8,0
0.06,22.98,79.07,44.2,0,-4.11,0
1.77,37.31,61.45,52.61,0,-0.71,0
1.36,8.12,80.3,44.54,0,-2.45,0
1.91,14.02,46.16,32.31,0,-0.85,0
9.37,54.77,98.77,43.96,0,-2.16,0
4.3,55.04,94.14,43.16,0,-3.64,0
1.39,10.22,15.9,29.56,0,-3.89,0
0.69,7.18,20.94,40.32,0,-3.79,0
3.37,20.6,46.41,31.26,0,-2.55,0
3.75,16.47,42.94,47.99,0,-2.93,0
2.31,8.74,17.74,28.53,0,-2.57,0
0.84,20.87,50.87,38.43,0,-2.61,0
0.1,47.17,74.28,41.99,0,-4.01,0
1.08,7.59,17.51,29.31,0,-1.1,0
2.14,36.39,79.33,45.56,0,-2.09,0
5.43,38.39,65.51,43.66,0,-2.82,1
6.73,94.64,212.5,61.49,1,-6.09,1
1.86,38.88,82.32,36.78,0,-3.48,0
5.57,52.82,116.01,51.23,0,-0.7,0
17.55,75.21,161.95,58.94,1,-15.58,1
4.41,55.53,188.87,58.21,0,-4.12,1
4.56,29.49,88.6,46.91,0,-1.74,0
8.41,53.73,164.81,54.2,0,-0.21,0
1.44,55.85,156.54,61.36,0,-1.06,0
0.04,26.64,71.1,47.77,0,-4.37,0
15.19,46.3,81.78,46.15,0,-1.53,0
2.36,50.54,110.73,53.93,0,-2.84,0
5.39,34.61,57.48,47.39,0,-3.32,0
5.86,25.13,67.22,37.85,0,-2.98,0
1.77,27.7,87.79,50.7,0,-1.82,0
2.73,31.89,85.98,43.7,0,-2.05,0
2.72,29.17,56.2,48.96,0,-3.8,0
0.87,10.08,31.71,31.67,0,-3.05,0
0.44,66.57,118.63,52.17,1,-9.4,1
2.75,67.83,141.47,56.09,0,-1.07,0
0.45,1.52,14.86,21.74,0,-1.43,0
1.49,12.16,26.02,24.33,0,-1.77,0
0.72,3.1,75.79,44.15,0,-2.68,0
4.3,62.44,123.61,61.26,1,-14.64,0
7.2,67.1,179.53,57.01,0,-3.75,1
3.02,29.15,39.13,40.89,0,-2.24,0
1.85,45.7,91.91,33.23,0,-2.36,0
19.94,119.18,334.67,69.64,0,-2.04,1
0.08,14.18,41.15,41.49,0,-1.54,0
1.27,14.38,29.44,39.11,0,-3.32,0
1.14,10.73,66.39,44.79,0,-1.19,0
1.54,14.81,33.4,30.58,0,-3.16,0
0.92,18.84,37.91,34.42,0,-2.48,0
1.07,6.54,102.07,45.72,0,-0.64,0
1.04,8.25,12.86,33.04,0,-0.28,0
2.47,9.23,54.17,40.93,0,-0.93,0
1.74,25.82,134.32,58.18,1,-25.95,1
3.57,124.89,211.62,63.21,1,-21.95,0
2.53,57.18,181.97,66.92,1,-13.8,1
0.71,28.41,57.61,43.37,0,-2.36,0
5.81,52.82,133.92,52.87,0,-0.34,0
2.24,18.25,49.76,41.59,0,-3.84,0
0.58,10.1,118.46,38.97,0,-4.23,0
0.64,12.6,43.4,37.74,0,-0.52,0
5.58,26.39,81.77,50.33,0,-1.1,0
4.25,44.04,150.53,54.1,0,-3.28,0
2.47,18.39,50.75,40.08,0,-4.49,0
1.28,34.09,62.58,42.31,0,-3.97,0
2.16,11.3,27.37,43.1,0,-0.63,0
3.54,20.44,52.52,43.06,0,-2.81,0
7.4,107.2,253.61,61.51,1,-23.24,1
2.84,12.24,74.5,58.13,1,-24.04,0
1.13,19.1,62.97,37.31,0,-2.64,0
0.15,2.05,17.69,28.6,0,-1.46,0
0.68,4.09,47.98,35.23,0,-3.07,0
3.68,36.84,76.32,42.47,0,-3.33,0
